NAME,FPL,direction,layer,bar,qcal0,qped0,tdc0ns0,tdc25ns0,tdc0ns0_t17,tdc25ns0_t17,qcal1,qped1,tdc0ns1,tdc25ns1,tdc0ns1_t17,tdc25ns1_t17,tdiff_offset,sync_offset,vscint,ediff_offset,esync_offset,att,crate0,module0,channel0,sam0,gtb0,crate1,module1,channel1,sam1,gtb1,zpos
NeuLANDPla0H-0,13,H,0,0,1,46,1178,3284,1141,3281,1,36,1203,3278,1154,3276,45.5521,-13.9147,8.37529,1.01314,0.0628646,358.252,1,9,11,6,0,4,2,1,5,1,11165
NeuLANDPla0H-1,13,H,0,1,1,9,1326,3277,1141,3281,1,32,1126,3278,1154,3276,46.3697,-13.9926,8.36881,1.01437,0.0622644,400.882,1,9,10,6,0,4,2,0,5,1,11165
NeuLANDPla0H-2,13,H,0,2,1,12,1177,3271,1141,3281,1,21,1216,3273,1154,3276,45.2025,-14.1194,8.36463,1.04701,0.0612233,456.488,1,9,9,6,0,4,2,15,5,1,11165
NeuLANDPla0H-3,13,H,0,3,1,12,1214,3282,1141,3281,1,75,1156,3270,1154,3276,44.5022,-13.692,8.31139,1.02338,0.0627807,409.041,1,9,8,6,0,4,2,14,5,1,11165
NeuLANDPla0H-4,13,H,0,4,1,14,1307,3280,1236,3288,1,56,1159,3261,1154,3276,48.4013,-12.0476,8.29527,1.00523,0.0615061,459.496,1,10,7,6,0,4,2,13,5,1,11165
NeuLANDPla0H-5,13,H,0,5,1,36,1341,3261,1236,3288,1,25,1172,3275,1154,3276,48.6087,-11.7573,8.30041,1.03071,0.0629415,462.131,1,10,6,6,0,4,2,12,5,1,11165
NeuLANDPla0H-6,13,H,0,6,1,14,1282,3279,1236,3288,1,69,1218,3270,1154,3276,47.6916,-11.5881,8.23049,1.00602,0.0619865,452.482,1,10,5,6,0,4,2,11,5,1,11165
NeuLANDPla0H-7,13,H,0,7,1,11,1355,3259,1236,3288,1,70,1197,3270,1154,3276,48.0039,-12.4072,8.23793,1.00499,0.0615,379.249,1,10,4,6,0,4,2,10,5,1,11165
NeuLANDPla0H-8,13,H,0,8,1,43,1287,3284,1236,3288,1,54,1217,3270,1154,3276,48.0122,-12.7719,8.40195,1.00112,0.0630739,505.904,1,10,3,6,0,4,2,9,5,1,11165
NeuLANDPla0H-9,13,H,0,9,1,11,1334,3268,1236,3288,1,24,1157,3269,1154,3276,48.5067,-11.6761,8.324,1.01368,0.0626936,452.409,1,10,2,6,0,4,2,8,5,1,11165
NeuLANDPla0H-10,13,H,0,10,1,5,1253,3271,1236,3288,1,14,1339,3272,1266,3277,64.197,-19.7454,8.27549,1.00961,0.0624104,397.894,1,10,1,6,0,4,3,7,5,1,11165
NeuLANDPla0H-11,13,H,0,11,1,40,1314,3265,1236,3288,1,31,1272,3282,1266,3277,62.9261,-20.5721,8.28252,0.995837,0.062736,513.681,1,10,0,6,0,4,3,6,5,1,11165
NeuLANDPla0H-12,13,H,0,12,1,18,1253,3286,1236,3288,1,72,1255,3277,1266,3277,64.6847,-20.0886,8.32295,1.02826,0.062925,446.044,1,10,15,6,0,4,3,5,5,1,11165
NeuLANDPla0H-13,13,H,0,13,1,20,1255,3272,1236,3288,1,58,1271,3274,1266,3277,64.5315,-20.1062,8.29801,0.991634,0.0616873,441.997,1,10,14,6,0,4,3,4,5,1,11165
NeuLANDPla0H-14,13,H,0,14,1,19,1234,3285,1236,3288,1,53,1309,3271,1266,3277,64.4861,-19.8362,8.25355,1.00942,0.0623824,498.825,1,10,13,6,0,4,3,3,5,1,11165
NeuLANDPla0H-15,13,H,0,15,1,14,1250,3276,1236,3288,1,21,1274,3276,1266,3277,61.9068,-20.1945,8.30826,1.01283,0.0627586,470.196,1,10,12,6,0,4,3,2,5,1,11165
NeuLANDPla0H-16,13,H,0,16,1,50,1250,3268,1236,3288,1,47,1289,3275,1266,3277,63.4918,-20.4786,8.33963,1.0206,0.0626147,462.253,1,10,11,6,0,4,3,1,5,1,11165
NeuLANDPla0H-17,13,H,0,17,1,15,1343,3266,1236,3288,1,24,1248,3275,1266,3277,63.6714,-20.4918,8.3874,1.00294,0.0623841,532.97,1,10,10,6,0,4,3,0,5,1,11165
NeuLANDPla0H-18,13,H,0,18,1,4,1251,3271,1236,3288,1,68,1279,3272,1266,3277,63.3557,-19.1425,8.24596,0.996317,0.0623391,493.925,1,10,9,6,0,4,3,15,5,1,11165
NeuLANDPla0H-19,13,H,0,19,1,21,1375,3263,1236,3288,1,29,1285,3282,1266,3277,64.7647,-20.2325,8.3097,1.00694,0.062247,511.7,1,10,8,6,0,4,3,14,5,1,11165
NeuLANDPla0H-20,13,H,0,20,1,6,1192,3287,1119,3288,1,32,1350,3272,1266,3277,55.0282,-24.5373,8.37717,1.00961,0.0628716,545.523,2,8,7,6,1,4,3,13,5,1,11165
NeuLANDPla0H-21,13,H,0,21,1,57,1175,3277,1119,3288,1,25,1281,3275,1266,3277,56.6172,-24.2753,8.3127,1.02284,0.0624894,486.804,2,8,6,6,1,4,3,12,5,1,11165
NeuLANDPla0H-22,13,H,0,22,1,26,1187,3280,1119,3288,1,25,1332,3269,1266,3277,54.7514,-24.5684,8.35264,1.00194,0.0628519,518.692,2,8,5,6,1,4,3,11,5,1,11165
NeuLANDPla0H-23,13,H,0,23,1,21,1261,3284,1119,3288,1,67,1281,3278,1266,3277,55.2888,-24.8845,8.29203,0.950334,0.0582374,496.039,2,8,4,6,1,4,3,10,5,1,11165
NeuLANDPla0H-24,13,H,0,24,1,8,1125,3282,1119,3288,1,47,1319,3270,1266,3277,55.1177,-24.3705,8.31229,1.0587,0.064939,546.578,2,8,3,6,1,4,3,9,5,1,11165
NeuLANDPla0H-25,13,H,0,25,1,3,1162,3276,1119,3288,1,23,1259,3273,1266,3277,53.5592,-24.2901,8.29937,1.01609,0.0624326,562.594,2,8,2,6,1,4,3,8,5,1,11165
NeuLANDPla0H-26,13,H,0,26,1,38,1164,3284,1119,3288,1,69,1271,3273,1215,3277,54.0363,-24.1376,8.36752,0.996151,0.0628695,520.258,2,8,1,6,1,4,4,7,5,1,11165
NeuLANDPla0H-27,13,H,0,27,1,1,1172,3278,1119,3288,1,30,1216,3267,1215,3277,54.8035,-24.7731,8.3771,0.99408,0.0637442,568.033,2,8,0,6,1,4,4,6,5,1,11165
NeuLANDPla0H-28,13,H,0,28,1,10,1192,3290,1119,3288,1,35,1214,3271,1215,3277,54.8116,-23.9725,8.37906,0.989482,0.0638116,532.788,2,8,15,6,1,4,4,5,5,1,11165
NeuLANDPla0H-29,13,H,0,29,1,2,1186,3285,1119,3288,1,31,1205,3261,1215,3277,55.8035,-24.3357,8.32061,1.00244,0.0634117,492.276,2,8,14,6,1,4,4,4,5,1,11165
NeuLANDPla0H-30,13,H,0,30,1,25,1092,3283,1119,3288,1,52,1205,3277,1215,3277,55.023,-23.8534,8.24909,1.00601,0.0635012,420.648,2,8,13,6,1,4,4,3,5,1,11165
NeuLANDPla0H-31,13,H,0,31,1,6,1180,3278,1119,3288,1,18,1239,3272,1215,3277,54.7752,-24.0893,8.24525,0.997047,0.0626362,422.97,2,8,12,6,1,4,4,2,5,1,11165
NeuLANDPla0H-32,13,H,0,32,1,1,1146,3284,1119,3288,1,33,1179,3277,1215,3277,55.8404,-24.6173,8.34008,1.00661,0.0636007,494.182,2,8,11,6,1,4,4,1,5,1,11165
NeuLANDPla0H-33,13,H,0,33,1,58,1141,3279,1119,3288,1,33,1221,3268,1215,3277,53.8337,-24.2886,8.3413,0.995903,0.064116,525.869,2,8,10,6,1,4,4,0,5,1,11165
NeuLANDPla0H-34,13,H,0,34,1,13,1193,3284,1119,3288,1,30,1309,3277,1215,3277,54.6567,-24.7491,8.35608,1.00199,0.0634677,457.43,2,8,9,6,1,4,4,15,5,1,11165
NeuLANDPla0H-35,13,H,0,35,1,28,1241,3283,1119,3288,1,24,1235,3269,1215,3277,55.1103,-23.8617,8.23515,1.00636,0.0626416,401.908,2,8,8,6,1,4,4,14,5,1,11165
NeuLANDPla0H-36,13,H,0,36,1,4,1190,3281,1203,3290,1,33,1255,3271,1215,3277,55.0699,-23.9329,8.25409,0.987998,0.0629336,413.451,2,9,7,6,1,4,4,13,5,1,11165
NeuLANDPla0H-37,13,H,0,37,1,10,1221,3282,1203,3290,1,38.898174,1224,3264,1215,3277,53.5952,-23.9152,8.30637,0.929937,0.0592599,488.852,2,9,6,6,1,4,4,12,5,1,11165
NeuLANDPla0H-38,13,H,0,38,1,2,1173,3278,1203,3290,1,15,1229,3273,1215,3277,55.7948,-24.1863,8.24027,1.05956,0.0594279,392.128,2,9,5,6,1,4,4,11,5,1,11165
NeuLANDPla0H-39,13,H,0,39,1,2,1184,3273,1203,3290,1,57,1257,3269,1215,3277,54.7205,-24.3813,8.31596,0.99204,0.0639305,457.148,2,9,4,6,1,4,4,10,5,1,11165
NeuLANDPla0H-40,13,H,0,40,1,22,1199,3284,1203,3290,1,30,1276,3271,1215,3277,54.9686,-24.6214,8.37579,0.992563,0.0635751,432.331,2,9,3,6,1,4,4,9,5,1,11165
NeuLANDPla0H-41,13,H,0,41,1,11,1191,3274,1203,3290,1,83,1250,3267,1215,3277,53.745,-23.6322,8.25837,0.986891,0.0631294,446.416,2,9,2,6,1,4,4,8,5,1,11165
NeuLANDPla0H-42,13,H,0,42,1,27,1142,3279,1203,3290,1,14,1257,3279,1202,3284,38.4315,-16.1188,8.35139,0.995063,0.0629382,448.897,2,9,1,6,1,4,5,7,5,1,11165
NeuLANDPla0H-43,13,H,0,43,1,1,1229,3292,1203,3290,1,24,1180,3280,1202,3284,37.5156,-16.1418,8.36957,1.04575,0.0557104,449.57,2,9,0,6,1,4,5,6,5,1,11165
NeuLANDPla0H-44,13,H,0,44,1,21,1140,3288,1203,3290,1,59,1121,3270,1202,3284,39.4741,-16.0384,8.38272,1.03418,0.0614159,493.355,2,9,15,6,1,4,5,5,5,1,11165
NeuLANDPla0H-45,13,H,0,45,1,43,1192,3279,1203,3290,1,57,1172,3278,1202,3284,39.2056,-16.2187,8.35997,1.00117,0.0631382,391.849,2,9,14,6,1,4,5,4,5,1,11165
NeuLANDPla0H-46,13,H,0,46,1,3,1140,3286,1203,3290,1,43,1230,3281,1202,3284,38.4923,-15.7838,8.32366,1.05737,0.0609477,416.955,2,9,13,6,1,4,5,3,5,1,11165
NeuLANDPla0H-47,13,H,0,47,1,22,1196,3285,1203,3290,1,39,1188,3280,1202,3284,37.0021,-16.1648,8.36461,1.19837,0.04968,527.419,2,9,12,6,1,4,5,2,5,1,11165
NeuLANDPla0H-48,13,H,0,48,1,42,1140,3283,1203,3290,1,19,1209,3281,1202,3284,38.2886,-16.1493,8.42969,0.994412,0.0626208,417.6,2,9,11,6,1,4,5,1,5,1,11165
NeuLANDPla0H-49,13,H,0,49,1,8,1228,3290,1203,3290,1,22,1174,3282,1202,3284,38.2128,-16.2143,8.37202,0.979257,0.0613538,320.862,2,9,10,6,1,4,5,0,5,1,11165
NeuLANDPla1V-0,13,V,1,0,1,28,1276,3271,1158,3279,1,45,1191,3278,1203,3290,9.7435,7.84384,8.27308,1.07703,0.0652281,355.397,1,8,7,6,0,2,9,9,6,1,11215
NeuLANDPla1V-1,13,V,1,1,1,24,1281,3282,1158,3279,1,4,1210,3278,1203,3290,10.2344,8.32271,8.23279,1.01151,0.0661884,424.314,1,8,6,6,0,2,9,8,6,1,11215
NeuLANDPla1V-2,13,V,1,2,1,21,1193,3275,1158,3279,1,0,1210,3273,1211,3275,9.31642,7.96989,8.17189,1.02203,0.0628962,474.188,1,8,5,6,0,2,10,7,6,1,11215
NeuLANDPla1V-3,13,V,1,3,1,21,1281,3288,1158,3279,1,3,1247,3281,1211,3275,9.18651,8.13316,8.1403,1.02395,0.0641003,421.401,1,8,4,6,0,2,10,6,6,1,11215
NeuLANDPla1V-4,13,V,1,4,1,14,1286,3280,1158,3279,1,4,1219,3265,1211,3275,10.0028,7.66183,8.15573,1.01097,0.0647395,421.29,1,8,3,6,0,2,10,5,6,1,11215
NeuLANDPla1V-5,13,V,1,5,1,63,1285,3284,1158,3279,1,73,1241,3277,1211,3275,10.0703,7.28086,8.20674,1.0336,0.0636985,492.377,1,8,2,6,0,2,10,4,6,1,11215
NeuLANDPla1V-6,13,V,1,6,1,26,1201,3276,1158,3279,1,9,1202,3263,1211,3275,8.40802,7.14545,8.16754,1.00933,0.0655512,542.353,1,8,1,6,0,2,10,3,6,1,11215
NeuLANDPla1V-7,13,V,1,7,1,17,1290,3286,1158,3279,1,29,1240,3274,1211,3275,9.44071,7.64483,8.1264,1.01587,0.0659285,429.96,1,8,0,6,0,2,10,2,6,1,11215
NeuLANDPla1V-8,13,V,1,8,1,40,1265,3282,1158,3279,1,24,1292,3273,1211,3275,9.38008,8.17919,8.14637,1.01544,0.0640246,503.908,1,8,15,6,0,2,10,1,6,1,11215
NeuLANDPla1V-9,13,V,1,9,1,21,1219,3282,1158,3279,1,69,1226,3283,1211,3275,9.98692,7.62977,8.13025,1.00989,0.0651304,457.557,1,8,14,6,0,2,10,0,6,1,11215
NeuLANDPla1V-10,13,V,1,10,1,27,1235,3285,1158,3279,1,39,1238,3275,1211,3275,9.04575,7.82595,8.11601,1.00496,0.0650302,492.72,1,8,13,6,0,2,10,15,6,1,11215
NeuLANDPla1V-11,13,V,1,11,1,64,1220,3284,1158,3279,1,11,1165,3280,1211,3275,8.66833,8.23552,8.09004,1.04601,0.0635999,484.102,1,8,12,6,0,2,10,14,6,1,11215
NeuLANDPla1V-12,13,V,1,12,1,31,1253,3282,1158,3279,1,2,1253,3280,1211,3275,8.81193,7.87396,8.16998,1.00161,0.065243,464.906,1,8,11,6,0,2,10,13,6,1,11215
NeuLANDPla1V-13,13,V,1,13,1,71,1244,3285,1158,3279,1,86,1177,3283,1211,3275,9.2011,7.30926,8.19333,1.00407,0.0657603,527.878,1,8,10,6,0,2,10,12,6,1,11215
NeuLANDPla1V-14,13,V,1,14,1,17,1302,3278,1158,3279,1,78,1176,3269,1211,3275,10.0387,8.5597,8.08274,1.03627,0.0623486,472.337,1,8,9,6,0,2,10,11,6,1,11215
NeuLANDPla1V-15,13,V,1,15,1,49,1198,3279,1158,3279,1,0,1234,3281,1211,3275,9.27456,7.93451,8.07409,1.01265,0.0656912,450.451,1,8,8,6,0,2,10,10,6,1,11215
NeuLANDPla1V-16,13,V,1,16,1,6,1182,3279,1141,3281,1,14,1190,3268,1211,3275,6.6767,6.25997,8.10575,0.986831,0.0651861,534.222,1,9,7,6,0,2,10,9,6,1,11215
NeuLANDPla1V-17,13,V,1,17,1,34,1309,3271,1141,3281,1,71,1205,3279,1211,3275,5.50699,6.47591,8.17372,0.995324,0.0651863,489.789,1,9,6,6,0,2,10,8,6,1,11215
NeuLANDPla1V-18,13,V,1,18,1,13,1172,3281,1141,3281,1,4,1144,3279,1159,3283,4.86452,6.11318,8.17802,1.00166,0.065878,490.442,1,9,5,6,0,3,1,7,5,0,11215
NeuLANDPla1V-19,13,V,1,19,1,44,1232,3273,1141,3281,1,4,1126,3277,1159,3283,5.19988,5.7513,8.13241,1.00601,0.0655441,448.914,1,9,4,6,0,3,1,6,5,0,11215
NeuLANDPla1V-20,13,V,1,20,1,46,1172,3281,1141,3281,1,7,1239,3283,1159,3283,5.99949,5.5355,8.22088,1.00321,0.0661218,554.358,1,9,3,6,0,3,1,5,5,0,11215
NeuLANDPla1V-21,13,V,1,21,1,19,1215,3280,1141,3281,1,28,1213,3281,1159,3283,5.88221,5.5184,8.14506,1.01456,0.0639928,460.712,1,9,2,6,0,3,1,4,5,0,11215
NeuLANDPla1V-22,13,V,1,22,1,16,1170,3279,1141,3281,1,2,1233,3283,1159,3283,4.41964,6.26495,8.16992,1.00678,0.0645671,551.228,1,9,1,6,0,3,1,3,5,0,11215
NeuLANDPla1V-23,13,V,1,23,1,44,1220,3280,1141,3281,1,10,1325,3312,1159,3283,4.76312,5.62609,8.24679,1.00562,0.0631339,577.508,1,9,0,6,0,3,1,2,5,0,11215
NeuLANDPla1V-24,13,V,1,24,1,34,1239,3285,1141,3281,1,8,1196,3280,1159,3283,6.1392,5.61633,8.18273,0.98981,0.0646529,638.473,1,9,15,6,0,3,1,1,5,0,11215
NeuLANDPla1V-25,13,V,1,25,1,18,1276,3287,1141,3281,1,3,1199,3290,1159,3283,5.17749,5.8712,8.16484,1.00079,0.0662074,534.43,1,9,14,6,0,3,1,0,5,0,11215
NeuLANDPla1V-26,13,V,1,26,1,6,1168,3267,1141,3281,1,8,1202,3280,1159,3283,5.02315,6.11421,8.16466,0.967489,0.0694315,560.731,1,9,13,6,0,3,1,15,5,0,11215
NeuLANDPla1V-27,13,V,1,27,1,3,1187,3273,1141,3281,1,2,1165,3280,1159,3283,6.3571,5.79202,8.16527,0.996574,0.0640944,597.762,1,9,12,6,0,3,1,14,5,0,11215
NeuLANDPla1V-28,13,V,1,28,1,38,1310,3271,1219,3277,1,12,1181,3276,1159,3283,-54.2279,-24.0871,8.1143,1.01849,0.0647582,474.948,4,1,7,5,1,3,1,13,5,0,11215
NeuLANDPla1V-29,13,V,1,29,1,46,1332,3268,1219,3277,1,32,1118,3282,1159,3283,-55.4055,-23.6917,8.06084,1.00314,0.0658703,520.531,4,1,6,5,1,3,1,12,5,0,11215
NeuLANDPla1V-30,13,V,1,30,1,28,1325,3282,1219,3277,1,9,1268,3274,1202,3284,-17.1602,-43.3691,8.07094,0.997667,0.0648726,450.563,4,1,5,5,1,4,5,15,5,1,11215
NeuLANDPla1V-31,13,V,1,31,1,26,1267,3264,1219,3277,1,12,1220,3275,1202,3284,-16.7429,-43.7841,8.16221,0.98912,0.0658875,476.563,4,1,4,5,1,4,5,14,5,1,11215
NeuLANDPla1V-32,13,V,1,32,1,78,1265,3273,1219,3277,1,61,1275,3275,1202,3284,-17.6926,-42.9089,8.0435,0.99642,0.0672351,460.203,4,1,3,5,1,4,5,13,5,1,11215
NeuLANDPla1V-33,13,V,1,33,1,65,1255,3266,1219,3277,1,22,1230,3275,1202,3284,-18.923,-43.953,8.18463,0.996574,0.0668742,491.977,4,1,2,5,1,4,5,12,5,1,11215
NeuLANDPla1V-34,13,V,1,34,1,26,1256,3271,1219,3277,1,28,1259,3278,1202,3284,-18.202,-43.0967,8.0727,1.01522,0.064518,476.423,4,1,1,5,1,4,5,11,5,1,11215
NeuLANDPla1V-35,13,V,1,35,1,33,1246,3266,1219,3277,1,21,1225,3277,1202,3284,-17.2889,-43.6403,8.14895,0.963722,0.0669351,485.597,4,1,0,5,1,4,5,10,5,1,11215
NeuLANDPla1V-36,13,V,1,36,1,33,1302,3276,1219,3277,1,17,1263,3276,1202,3284,-17.8183,-42.9247,8.12742,1.00848,0.0647675,537.459,4,1,15,5,1,4,5,9,5,1,11215
NeuLANDPla1V-37,13,V,1,37,1,74,1352,3265,1219,3277,1,39,1227,3279,1202,3284,-17.6094,-43.3338,8.08555,0.989688,0.0648611,455.303,4,1,14,5,1,4,5,8,5,1,11215
NeuLANDPla1V-38,13,V,1,38,1,50,1295,3274,1219,3277,1,39.672626,1165,3276,1196,3283,-17.0991,-42.96,8.10557,0.999924,0.063815,477.29,4,1,13,5,1,4,6,7,5,1,11215
NeuLANDPla1V-39,13,V,1,39,1,20,1300,3257,1219,3277,1,40.237999,1303,3270,1196,3283,-18.8401,-43.0326,8.10265,1.00429,0.0655957,480.626,4,1,12,5,1,4,6,6,5,1,11215
NeuLANDPla1V-40,13,V,1,40,1,51,1304,3273,1219,3277,1,35.103519,1176,3278,1196,3283,-16.3563,-42.8592,8.10491,1.01361,0.0649657,427.25,4,1,11,5,1,4,6,5,5,1,11215
NeuLANDPla1V-41,13,V,1,41,1,48,1352,3266,1219,3277,1,30.886461,1273,3270,1196,3283,-16.4063,-42.8601,8.10632,1.01675,0.0660416,435.437,4,1,10,5,1,4,6,4,5,1,11215
NeuLANDPla1V-42,13,V,1,42,1,48,1331,3269,1219,3277,1,34.326111,1215,3284,1196,3283,-16.1947,-43.4792,8.14526,0.997411,0.0662738,490.563,4,1,9,5,1,4,6,3,5,1,11215
NeuLANDPla1V-43,13,V,1,43,1,64,1302,3271,1219,3277,1,68,1251,3266,1196,3283,-17.5393,-42.7476,8.14936,1.02609,0.0655846,419.544,4,1,8,5,1,4,6,2,5,1,11215
NeuLANDPla1V-44,13,V,1,44,1,19,1199,3267,1154,3276,1,57.235016,1229,3288,1196,3283,-2.23587,-35.234,8.10205,0.987881,0.0648301,387.807,4,2,7,5,1,4,6,1,5,1,11215
NeuLANDPla1V-45,13,V,1,45,1,18,1186,3272,1154,3276,1,31.415167,1224,3276,1196,3283,-1.20363,-34.8154,8.13177,0.99226,0.0669351,506.382,4,2,6,5,1,4,6,0,5,1,11215
NeuLANDPla1V-46,13,V,1,46,1,33,1148,3262,1154,3276,1,35.422745,1251,3271,1196,3283,-0.310414,-34.8134,8.05501,0.983365,0.0657594,406.021,4,2,5,5,1,4,6,15,5,1,11215
NeuLANDPla1V-47,13,V,1,47,1,29,1115,3265,1154,3276,1,30.927675,1291,3279,1196,3283,-1.44448,-35.4647,8.22928,0.988477,0.0645316,411.459,4,2,4,5,1,4,6,14,5,1,11215
NeuLANDPla1V-48,13,V,1,48,1,19,1168,3270,1154,3276,1,66.174522,1254,3276,1196,3283,-1.65949,-34.5545,8.19951,1.03004,0.0676702,492.081,4,2,3,5,1,4,6,13,5,1,11215
NeuLANDPla1V-49,13,V,1,49,1,10,1176,3281,1154,3276,1,66.790642,1270,3273,1196,3283,-2.4032,-34.5847,8.20117,0.982828,0.0644201,346.465,4,2,2,5,1,4,6,12,5,1,11215
NeuLANDPla2H-0,13,H,2,0,1,19,1173,3271,1173,3289,1,45,1200,3277,1121,3273,47.8532,-20.6952,8.38529,0.993088,0.0591709,350.716,2,2,11,6,1,5,2,1,7,1,11265
NeuLANDPla2H-1,13,H,2,1,1,4,1233,3284,1173,3289,1,36,1186,3272,1121,3273,47.8099,-20.3685,8.30736,0.999652,0.0603057,535.159,2,2,10,6,1,5,2,0,7,1,11265
NeuLANDPla2H-2,13,H,2,2,1,4,1184,3271,1173,3289,1,31,1222,3269,1121,3273,47.1654,-20.0966,8.31763,1.00887,0.0617105,443.134,2,2,9,6,1,5,2,15,7,1,11265
NeuLANDPla2H-3,13,H,2,3,1,54,1271,3284,1173,3289,1,41,1288,3277,1121,3273,46.9841,-20.2646,8.27033,0.993935,0.0611253,434.436,2,2,8,6,1,5,2,14,7,1,11265
NeuLANDPla2H-4,13,H,2,4,1,21,1273,3275,1212,3288,1,35,1256,3269,1121,3273,47.6791,-20.137,8.23893,1.00258,0.0613711,404.21,2,3,7,6,1,5,2,13,7,1,11265
NeuLANDPla2H-5,13,H,2,5,1,46,1300,3268,1212,3288,1,34,1259,3264,1121,3273,46.7959,-19.7083,8.17265,0.999231,0.061891,545.944,2,3,6,6,1,5,2,12,7,1,11265
NeuLANDPla2H-6,13,H,2,6,1,43,1287,3276,1212,3288,1,30,1255,3269,1121,3273,45.7112,-20.5441,8.17728,0.988926,0.0622349,504.76,2,3,5,6,1,5,2,11,7,1,11265
NeuLANDPla2H-7,13,H,2,7,1,58,1300,3275,1212,3288,1,48,1226,3266,1121,3273,46.5294,-20.8332,8.19801,0.956006,0.0634041,440.546,2,3,4,6,1,5,2,10,7,1,11265
NeuLANDPla2H-8,13,H,2,8,1,2,1288,3276,1212,3288,1,31,1231,3261,1121,3273,46.8683,-20.1752,8.16968,1.0034,0.0630187,463.564,2,3,3,6,1,5,2,9,7,1,11265
NeuLANDPla2H-9,13,H,2,9,1,2,1294,3270,1212,3288,1,60,1286,3281,1121,3273,47.6699,-19.8339,8.12985,1.01033,0.0626634,515.617,2,3,2,6,1,5,2,8,7,1,11265
NeuLANDPla2H-10,13,H,2,10,1,53,1257,3279,1212,3288,1,48,1189,3271,1157,3277,47.1855,-21.1699,8.19815,0.991303,0.0602765,542.234,2,3,1,6,1,5,3,7,7,1,11265
NeuLANDPla2H-11,13,H,2,11,1,44,1299,3269,1212,3288,1,21,1208,3273,1157,3277,46.4074,-20.6672,8.13852,0.99767,0.0631549,434.966,2,3,0,6,1,5,3,6,7,1,11265
NeuLANDPla2H-12,13,H,2,12,1,2,1227,3282,1212,3288,1,24,1182,3273,1157,3277,46.2711,-20.3236,8.1293,0.980078,0.0619799,576.84,2,3,15,6,1,5,3,5,7,1,11265
NeuLANDPla2H-13,13,H,2,13,1,33,1257,3274,1212,3288,1,30,1198,3273,1157,3277,45.8389,-20.499,8.11824,0.966151,0.0614396,564.745,2,3,14,6,1,5,3,4,7,1,11265
NeuLANDPla2H-14,13,H,2,14,1,3,1227,3280,1212,3288,1,21,1249,3279,1157,3277,47.1733,-20.4977,8.10245,1.0159,0.0627496,433.62,2,3,13,6,1,5,3,3,7,1,11265
NeuLANDPla2H-15,13,H,2,15,1,2,1267,3270,1212,3288,1,48,1283,3278,1157,3277,46.7413,-20.4417,8.11606,1.00366,0.0631398,571.296,2,3,12,6,1,5,3,2,7,1,11265
NeuLANDPla2H-16,13,H,2,16,1,3,1255,3279,1212,3288,1,36,1242,3280,1157,3277,47.5639,-20.8092,8.12377,0.988803,0.0617075,542.175,2,3,11,6,1,5,3,1,7,1,11265
NeuLANDPla2H-17,13,H,2,17,1,7,1268,3268,1212,3288,1,47,1238,3273,1157,3277,47.862,-20.5671,8.3031,1.00478,0.0640887,541.865,2,3,10,6,1,5,3,0,7,1,11265
NeuLANDPla2H-18,13,H,2,18,1,5,1250,3277,1212,3288,1,79,1279,3272,1157,3277,47.3877,-20.0484,8.12936,0.995291,0.0628001,465.21,2,3,9,6,1,5,3,15,7,1,11265
NeuLANDPla2H-19,13,H,2,19,1,5,1303,3273,1212,3288,1,24,1322,3277,1157,3277,48.6488,-20.5949,8.09528,1.0607,0.0599194,504.202,2,3,8,6,1,5,3,14,7,1,11265
NeuLANDPla2H-20,13,H,2,20,1,4,1275,3272,1177,3276,1,28,1295,3274,1157,3277,47.9613,-20.5005,8.14091,1.00755,0.0633548,559.766,2,4,7,6,1,5,3,13,7,1,11265
NeuLANDPla2H-21,13,H,2,21,1,49,1148,3280,1177,3276,1,35,1326,3275,1157,3277,49.481,-20.5352,8.16526,1.00283,0.0628695,490.545,2,4,6,6,1,5,3,12,7,1,11265
NeuLANDPla2H-22,13,H,2,22,1,2,1223,3273,1177,3276,1,37,1289,3269,1157,3277,47.8583,-20.6462,8.1429,0.983301,0.0618973,584.239,2,4,5,6,1,5,3,11,7,1,11265
NeuLANDPla2H-23,13,H,2,23,1,50,1201,3276,1177,3276,1,64,1293,3276,1157,3277,47.7552,-21.2264,8.18707,0.998719,0.0627766,492.727,2,4,4,6,1,5,3,10,7,1,11265
NeuLANDPla2H-24,13,H,2,24,1,56,1205,3270,1177,3276,1,30,1195,3269,1157,3277,46.8627,-20.6531,8.15591,1.00088,0.0635026,564.525,2,4,3,6,1,5,3,9,7,1,11265
NeuLANDPla2H-25,13,H,2,25,1,21,1159,3279,1177,3276,1,15,1296,3274,1157,3277,47.0606,-20.8579,8.22182,1.01441,0.0633687,602.25,2,4,2,6,1,5,3,8,7,1,11265
NeuLANDPla2H-26,13,H,2,26,1,2,1220,3270,1177,3276,1,26,1273,3271,1261,3277,15.5699,-5.36064,8.15907,1.01546,0.0632044,633.706,2,4,1,6,1,5,4,7,7,1,11265
NeuLANDPla2H-27,13,H,2,27,1,25,1158,3273,1177,3276,1,35,1253,3272,1261,3277,16.7222,-5.32076,8.11119,1.00604,0.0603762,604.267,2,4,0,6,1,5,4,6,7,1,11265
NeuLANDPla2H-28,13,H,2,28,1,7,1239,3274,1177,3276,1,49,1287,3266,1261,3277,16.6064,-4.82084,8.11805,1.01717,0.0621044,416.459,2,4,15,6,1,5,4,5,7,1,11265
