DETID,FEM,ASIC,CHANNEL,X,Y,PED,QCAL,TOFFSET,TPERIOD,GAIN
0,0,0,67,0,0,250,1,7500,20,120
0,0,0,68,0,0,250,1,7500,20,120
0,0,0,69,0,0,250,1,7500,20,120
0,0,1,0,0,0,250,1,7500,20,120
0,0,1,1,0,0,250,1,7500,20,120
0,0,1,2,0,0,250,1,7500,20,120
0,0,1,3,0,0,250,1,7500,20,120
0,0,1,4,0,0,250,1,7500,20,120
0,0,1,5,0,0,250,1,7500,20,120
0,0,1,6,0,0,250,1,7500,20,120
0,0,1,7,0,0,250,1,7500,20,120
0,0,1,8,0,0,250,1,7500,20,120
0,0,1,9,0,0,250,1,7500,20,120
0,0,1,10,0,0,250,1,7500,20,120
0,0,1,11,0,0,250,1,7500,20,120
0,0,1,12,0,0,250,1,7500,20,120
0,0,1,13,0,0,250,1,7500,20,120
0,0,1,14,0,0,250,1,7500,20,120
0,0,1,15,0,0,250,1,7500,20,120
0,0,1,16,-34.1886,-34.1886,250,1,7500,20,120
0,0,1,17,-32.7466,-35.5723,250,1,7500,20,120
0,0,1,18,-31.2486,-36.8951,250,1,7500,20,120
0,0,1,19,-28.0951,-39.3496,250,1,7500,20,120
0,0,1,20,-29.6972,-38.1549,250,1,7500,20,120
0,0,1,21,-24.7496,-41.5353,250,1,7500,20,120
0,0,1,22,-26.4449,-40.477,250,1,7500,20,120
0,0,1,23,-21.2352,-43.4372,250,1,7500,20,120
0,0,1,24,0,0,250,1,7500,20,120
0,0,1,25,-23.0121,-42.5226,250,1,7500,20,120
0,0,1,26,-17.5756,-45.0424,250,1,7500,20,120
0,0,1,27,-19.422,-44.2776,250,1,7500,20,120
0,0,1,28,-13.796,-46.34,250,1,7500,20,120
0,0,1,29,-15.6992,-45.7303,250,1,7500,20,120
0,0,1,30,-9.92216,-47.321,250,1,7500,20,120
0,0,1,31,-11.8692,-46.8705,250,1,7500,20,120
0,0,1,32,-5.98054,-47.9787,250,1,7500,20,120
0,0,1,33,-7.95815,-47.6906,250,1,7500,20,120
0,0,1,34,-1.99806,-48.3087,250,1,7500,20,120
0,0,1,35,-3.99271,-48.1849,250,1,7500,20,120
0,0,1,36,1.99806,-48.3087,250,1,7500,20,120
0,0,1,37,-8.88175E-015,-48.35,250,1,7500,20,120
0,0,1,38,5.98054,-47.9787,250,1,7500,20,120
0,0,1,39,3.99271,-48.1849,250,1,7500,20,120
0,0,1,40,9.92216,-47.321,250,1,7500,20,120
0,0,1,41,7.95815,-47.6906,250,1,7500,20,120
0,0,1,42,13.796,-46.34,250,1,7500,20,120
0,0,1,43,11.8692,-46.8705,250,1,7500,20,120
0,0,1,44,17.5756,-45.0424,250,1,7500,20,120
0,0,1,45,15.6992,-45.7303,250,1,7500,20,120
0,0,1,46,21.2352,-43.4372,250,1,7500,20,120
0,0,1,47,0,0,250,1,7500,20,120
0,0,1,48,19.422,-44.2776,250,1,7500,20,120
0,0,1,49,24.7496,-41.5353,250,1,7500,20,120
0,0,1,50,23.0121,-42.5226,250,1,7500,20,120
0,0,1,51,28.0951,-39.3496,250,1,7500,20,120
0,0,1,52,26.4449,-40.477,250,1,7500,20,120
0,0,1,53,29.6972,-38.1549,250,1,7500,20,120
0,0,1,54,31.2486,-36.8951,250,1,7500,20,120
0,0,1,55,32.7466,-35.5723,250,1,7500,20,120
0,0,1,56,0,0,250,1,7500,20,120
0,0,1,57,0,0,250,1,7500,20,120
0,0,1,58,0,0,250,1,7500,20,120
0,0,1,59,0,0,250,1,7500,20,120
0,0,1,60,0,0,250,1,7500,20,120
0,0,1,61,0,0,250,1,7500,20,120
0,0,1,62,0,0,250,1,7500,20,120
0,0,1,63,0,0,250,1,7500,20,120
0,0,1,64,0,0,250,1,7500,20,120
0,0,1,65,0,0,250,1,7500,20,120
0,0,1,66,0,0,250,1,7500,20,120
0,0,1,67,0,0,250,1,7500,20,120
0,0,1,68,0,0,250,1,7500,20,120
0,0,1,69,0,0,250,1,7500,20,120
0,0,2,0,0,0,250,1,7500,20,120
0,0,2,1,0,0,250,1,7500,20,120
0,0,2,2,0,0,250,1,7500,20,120
0,0,2,3,0,0,250,1,7500,20,120
0,0,2,4,0,0,250,1,7500,20,120
0,0,2,5,0,0,250,1,7500,20,120
0,0,2,6,0,0,250,1,7500,20,120
0,0,2,7,0,0,250,1,7500,20,120
0,0,2,8,0,0,250,1,7500,20,120
0,0,2,9,0,0,250,1,7500,20,120
0,0,2,10,0,0,250,1,7500,20,120
0,0,2,11,0,0,250,1,7500,20,120
0,0,2,12,0,0,250,1,7500,20,120
0,0,2,13,0,0,250,1,7500,20,120
0,0,2,14,0,0,250,1,7500,20,120
0,0,2,15,-34.9479,-36.3847,250,1,7500,20,120
0,0,2,16,-33.4545,-37.7624,250,1,7500,20,120
0,0,2,17,-31.9069,-39.0788,250,1,7500,20,120
0,0,2,18,-30.3074,-40.3319,250,1,7500,20,120
0,0,2,19,-26.9638,-42.6398,250,1,7500,20,120
0,0,2,20,-28.6589,-41.5195,250,1,7500,20,120
0,0,2,21,-23.4453,-44.6713,250,1,7500,20,120
0,0,2,22,-25.225,-43.691,250,1,7500,20,120
0,0,2,23,-19.7747,-46.413,250,1,7500,20,120
0,0,2,24,0,0,250,1,7500,20,120
0,0,2,25,-21.6275,-45.5791,250,1,7500,20,120
0,0,2,26,-15.9759,-47.8537,250,1,7500,20,120
0,0,2,27,-17.8898,-47.1716,250,1,7500,20,120
0,0,2,28,-12.0735,-48.984,250,1,7500,20,120
0,0,2,29,-14.0361,-48.4581,250,1,7500,20,120
0,0,2,30,-8.09275,-49.7967,250,1,7500,20,120
0,0,2,31,-10.0913,-49.4304,250,1,7500,20,120
0,0,2,32,-4.05954,-50.2864,250,1,7500,20,120
0,0,2,33,-6.08108,-50.0822,250,1,7500,20,120
0,0,2,34,-9.26751E-015,-50.45,250,1,7500,20,120
0,0,2,35,-2.03142,-50.4091,250,1,7500,20,120
0,0,2,36,4.05954,-50.2864,250,1,7500,20,120
0,0,2,37,2.03142,-50.4091,250,1,7500,20,120
0,0,2,38,8.09275,-49.7967,250,1,7500,20,120
0,0,2,39,6.08108,-50.0822,250,1,7500,20,120
0,0,2,40,12.0735,-48.984,250,1,7500,20,120
0,0,2,41,10.0913,-49.4304,250,1,7500,20,120
0,0,2,42,15.9759,-47.8537,250,1,7500,20,120
0,0,2,43,14.0361,-48.4581,250,1,7500,20,120
0,0,2,44,19.7747,-46.413,250,1,7500,20,120
0,0,2,45,17.8898,-47.1716,250,1,7500,20,120
0,0,2,46,23.4453,-44.6713,250,1,7500,20,120
0,0,2,47,0,0,250,1,7500,20,120
0,0,2,48,21.6275,-45.5791,250,1,7500,20,120
0,0,2,49,26.9638,-42.6398,250,1,7500,20,120
0,0,2,50,25.225,-43.691,250,1,7500,20,120
0,0,2,51,30.3074,-40.3319,250,1,7500,20,120
0,0,2,52,28.6589,-41.5195,250,1,7500,20,120
0,0,2,53,31.9069,-39.0788,250,1,7500,20,120
0,0,2,54,33.4545,-37.7624,250,1,7500,20,120
0,0,2,55,34.9479,-36.3847,250,1,7500,20,120
0,0,2,56,0,0,250,1,7500,20,120
0,0,2,57,0,0,250,1,7500,20,120
0,0,2,58,0,0,250,1,7500,20,120
0,0,2,59,0,0,250,1,7500,20,120
0,0,2,60,0,0,250,1,7500,20,120
0,0,2,61,0,0,250,1,7500,20,120
0,0,2,62,0,0,250,1,7500,20,120
0,0,2,63,0,0,250,1,7500,20,120
0,0,2,64,0,0,250,1,7500,20,120
0,0,2,65,0,0,250,1,7500,20,120
0,0,2,66,0,0,250,1,7500,20,120
0,0,2,67,0,0,250,1,7500,20,120
0,0,2,68,0,0,250,1,7500,20,120
0,0,2,69,0,0,250,1,7500,20,120
0,0,3,0,0,0,250,1,7500,20,120
0,0,3,1,0,0,250,1,7500,20,120
0,0,3,2,0,0,250,1,7500,20,120
0,0,3,3,0,0,250,1,7500,20,120
0,0,3,4,0,0,250,1,7500,20,120
0,0,3,5,0,0,250,1,7500,20,120
0,0,3,6,0,0,250,1,7500,20,120
0,0,3,7,0,0,250,1,7500,20,120
0,0,3,8,0,0,250,1,7500,20,120
0,0,3,9,0,0,250,1,7500,20,120
0,0,3,10,0,0,250,1,7500,20,120
0,0,3,11,0,0,250,1,7500,20,120
0,0,3,12,0,0,250,1,7500,20,120
0,0,3,13,0,0,250,1,7500,20,120
0,0,3,14,-36.4399,-37.8634,250,1,7500,20,120
0,0,3,15,-34.9629,-39.2314,250,1,7500,20,120
0,0,3,16,-33.4345,-40.5418,250,1,7500,20,120
0,0,3,17,-31.8571,-41.7926,250,1,7500,20,120
0,0,3,18,-30.233,-42.9822,250,1,7500,20,120
0,0,3,19,-26.854,-45.1704,250,1,7500,20,120
0,0,3,20,-28.5645,-44.1087,250,1,7500,20,120
0,0,3,21,-23.3175,-47.0935,250,1,7500,20,120
0,0,3,22,-25.1042,-46.1658,250,1,7500,20,120
0,0,3,23,-19.6441,-48.7403,250,1,7500,20,120
0,0,3,24,0,0,250,1,7500,20,120
0,0,3,25,-21.4966,-47.9521,250,1,7500,20,120
0,0,3,26,-15.8554,-50.101,250,1,7500,20,120
0,0,3,27,-17.7628,-49.4569,250,1,7500,20,120
0,0,3,28,-11.9737,-51.1677,250,1,7500,20,120
0,0,3,29,-13.9248,-50.6715,250,1,7500,20,120
0,0,3,30,-8.02172,-51.9341,250,1,7500,20,120
0,0,3,31,-10.0051,-51.5888,250,1,7500,20,120
0,0,3,32,-4.02266,-52.3958,250,1,7500,20,120
0,0,3,33,-6.02661,-52.2033,250,1,7500,20,120
0,0,3,34,-9.65328E-015,-52.55,250,1,7500,20,120
0,0,3,35,-2.01281,-52.5114,250,1,7500,20,120
0,0,3,36,4.02266,-52.3958,250,1,7500,20,120
0,0,3,37,2.01281,-52.5114,250,1,7500,20,120
0,0,3,38,8.02172,-51.9341,250,1,7500,20,120
0,0,3,39,6.02661,-52.2033,250,1,7500,20,120
0,0,3,40,11.9737,-51.1677,250,1,7500,20,120
0,0,3,41,10.0051,-51.5888,250,1,7500,20,120
0,0,3,42,15.8554,-50.101,250,1,7500,20,120
0,0,3,43,13.9248,-50.6715,250,1,7500,20,120
0,0,3,44,19.6441,-48.7403,250,1,7500,20,120
0,0,3,45,17.7628,-49.4569,250,1,7500,20,120
0,0,3,46,23.3175,-47.0935,250,1,7500,20,120
0,0,3,47,0,0,250,1,7500,20,120
0,0,3,48,21.4966,-47.9521,250,1,7500,20,120
0,0,3,49,26.854,-45.1704,250,1,7500,20,120
0,0,3,50,25.1042,-46.1658,250,1,7500,20,120
0,0,3,51,30.233,-42.9822,250,1,7500,20,120
0,0,3,52,28.5645,-44.1087,250,1,7500,20,120
0,0,3,53,31.8571,-41.7926,250,1,7500,20,120
0,0,3,54,33.4345,-40.5418,250,1,7500,20,120
0,0,3,55,34.9629,-39.2314,250,1,7500,20,120
0,0,3,56,36.4399,-37.8634,250,1,7500,20,120
0,0,3,57,0,0,250,1,7500,20,120
0,0,3,58,0,0,250,1,7500,20,120
0,0,3,59,0,0,250,1,7500,20,120
0,0,3,60,0,0,250,1,7500,20,120
0,0,3,61,0,0,250,1,7500,20,120
0,0,3,62,0,0,250,1,7500,20,120
0,0,3,63,0,0,250,1,7500,20,120
0,0,3,64,0,0,250,1,7500,20,120
0,0,3,65,0,0,250,1,7500,20,120
0,0,3,66,0,0,250,1,7500,20,120
0,0,3,67,0,0,250,1,7500,20,120
0,0,3,68,0,0,250,1,7500,20,120
0,0,3,69,0,0,250,1,7500,20,120
0,1,0,0,0,0,250,1,7500,20,120
0,1,0,1,0,0,250,1,7500,20,120
0,1,0,2,0,0,250,1,7500,20,120
0,1,0,3,0,0,250,1,7500,20,120
0,1,0,4,0,0,250,1,7500,20,120
0,1,0,5,0,0,250,1,7500,20,120
0,1,0,6,0,0,250,1,7500,20,120
0,1,0,7,0,0,250,1,7500,20,120
0,1,0,8,0,0,250,1,7500,20,120
0,1,0,9,0,0,250,1,7500,20,120
0,1,0,10,0,0,250,1,7500,20,120
0,1,0,11,0,0,250,1,7500,20,120
0,1,0,12,-37.9312,-39.3427,250,1,7500,20,120
0,1,0,13,0,0,250,1,7500,20,120
0,1,0,14,-36.469,-40.7018,250,1,7500,20,120
0,1,0,15,-34.9581,-42.0066,250,1,7500,20,120
0,1,0,16,-33.4006,-43.2553,250,1,7500,20,120
0,1,0,17,-31.7986,-44.4463,250,1,7500,20,120
0,1,0,18,-30.1541,-45.578,250,1,7500,20,120
0,1,0,19,-26.7467,-47.6575,250,1,7500,20,120
0,1,0,20,-28.4694,-46.6489,250,1,7500,20,120
0,1,0,21,-23.1966,-49.4827,250,1,7500,20,120
0,1,0,22,-24.9883,-48.6025,250,1,7500,20,120
0,1,0,23,-19.5227,-51.044,250,1,7500,20,120
0,1,0,24,0,0,250,1,7500,20,120
0,1,0,25,-21.3739,-50.2969,250,1,7500,20,120
0,1,0,26,-15.7446,-52.3329,250,1,7500,20,120
0,1,0,27,-17.6454,-51.7229,250,1,7500,20,120
0,1,0,28,-11.8826,-53.3425,250,1,7500,20,120
0,1,0,29,-13.8228,-52.873,250,1,7500,20,120
0,1,0,30,-7.9571,-54.0676,250,1,7500,20,120
0,1,0,31,-9.92645,-53.7409,250,1,7500,20,120
0,1,0,32,-3.98919,-54.5042,250,1,7500,20,120
0,1,0,33,-5.97714,-54.3222,250,1,7500,20,120
0,1,0,34,-1.0039E-014,-54.65,250,1,7500,20,120
0,1,0,35,-1.99593,-54.6135,250,1,7500,20,120
0,1,0,36,3.98919,-54.5042,250,1,7500,20,120
0,1,0,37,1.99593,-54.6135,250,1,7500,20,120
0,1,0,38,7.9571,-54.0676,250,1,7500,20,120
0,1,0,39,5.97714,-54.3222,250,1,7500,20,120
0,1,0,40,11.8826,-53.3425,250,1,7500,20,120
0,1,0,41,9.92645,-53.7409,250,1,7500,20,120
0,1,0,42,15.7446,-52.3329,250,1,7500,20,120
0,1,0,43,13.8228,-52.873,250,1,7500,20,120
0,1,0,44,19.5227,-51.044,250,1,7500,20,120
0,1,0,45,17.6454,-51.7229,250,1,7500,20,120
0,1,0,46,23.1966,-49.4827,250,1,7500,20,120
0,1,0,47,0,0,250,1,7500,20,120
0,1,0,48,21.3739,-50.2969,250,1,7500,20,120
0,1,0,49,26.7467,-47.6575,250,1,7500,20,120
0,1,0,50,24.9883,-48.6025,250,1,7500,20,120
0,1,0,51,30.1541,-45.578,250,1,7500,20,120
0,1,0,52,28.4694,-46.6489,250,1,7500,20,120
0,1,0,53,31.7986,-44.4463,250,1,7500,20,120
0,1,0,54,33.4006,-43.2553,250,1,7500,20,120
0,1,0,55,34.9581,-42.0066,250,1,7500,20,120
0,1,0,56,36.469,-40.7018,250,1,7500,20,120
0,1,0,57,37.9312,-39.3427,250,1,7500,20,120
0,1,0,58,0,0,250,1,7500,20,120
0,1,0,59,0,0,250,1,7500,20,120
0,1,0,60,0,0,250,1,7500,20,120
0,1,0,61,0,0,250,1,7500,20,120
0,1,0,62,0,0,250,1,7500,20,120
0,1,0,63,0,0,250,1,7500,20,120
0,1,0,64,0,0,250,1,7500,20,120
0,1,0,65,0,0,250,1,7500,20,120
0,1,0,66,0,0,250,1,7500,20,120
0,1,0,67,0,0,250,1,7500,20,120
0,1,0,68,0,0,250,1,7500,20,120
0,1,0,69,0,0,250,1,7500,20,120
0,1,1,0,0,0,250,1,7500,20,120
0,1,1,1,0,0,250,1,7500,20,120
0,1,1,2,0,0,250,1,7500,20,120
0,1,1,3,0,0,250,1,7500,20,120
0,1,1,4,0,0,250,1,7500,20,120
0,1,1,5,0,0,250,1,7500,20,120
0,1,1,6,0,0,250,1,7500,20,120
0,1,1,7,0,0,250,1,7500,20,120
0,1,1,8,0,0,250,1,7500,20,120
0,1,1,9,0,0,250,1,7500,20,120
0,1,1,10,0,0,250,1,7500,20,120
0,1,1,11,0,0,250,1,7500,20,120
0,1,1,12,-40.1283,-40.1283,250,1,7500,20,120
0,1,1,13,0,0,250,1,7500,20,120
0,1,1,14,-38.6705,-41.535,250,1,7500,20,120
0,1,1,15,-37.1633,-42.8888,250,1,7500,20,120
0,1,1,16,-35.6089,-44.1879,250,1,7500,20,120
0,1,1,17,-34.009,-45.4307,250,1,7500,20,120
0,1,1,18,-32.3658,-46.6156,250,1,7500,20,120
0,1,1,19,-28.9578,-48.8058,250,1,7500,20,120
0,1,1,20,-30.6814,-47.7411,250,1,7500,20,120
0,1,1,21,-25.4023,-50.7473,250,1,7500,20,120
0,1,1,22,-27.1974,-49.8083,250,1,7500,20,120
0,1,1,23,-21.7173,-52.4302,250,1,7500,20,120
0,1,1,24,0,0,250,1,7500,20,120
0,1,1,25,-23.5748,-51.6216,250,1,7500,20,120
0,1,1,26,-17.9216,-53.8459,250,1,7500,20,120
0,1,1,27,-19.8321,-53.1719,250,1,7500,20,120
0,1,1,28,-14.0346,-54.9872,250,1,7500,20,120
0,1,1,29,-15.9883,-54.4512,250,1,7500,20,120
0,1,1,30,-10.0761,-55.8483,250,1,7500,20,120
0,1,1,31,-12.0631,-55.4531,250,1,7500,20,120
0,1,1,32,-6.0663,-56.4248,250,1,7500,20,120
0,1,1,33,-8.07637,-56.1724,250,1,7500,20,120
0,1,1,34,-2.02554,-56.7138,250,1,7500,20,120
0,1,1,35,-4.0485,-56.6054,250,1,7500,20,120
0,1,1,36,2.02554,-56.7138,250,1,7500,20,120
0,1,1,37,-1.04248E-014,-56.75,250,1,7500,20,120
0,1,1,38,6.0663,-56.4248,250,1,7500,20,120
0,1,1,39,4.0485,-56.6054,250,1,7500,20,120
0,1,1,40,10.0761,-55.8483,250,1,7500,20,120
0,1,1,41,8.07637,-56.1724,250,1,7500,20,120
0,1,1,42,14.0346,-54.9872,250,1,7500,20,120
0,1,1,43,12.0631,-55.4531,250,1,7500,20,120
0,1,1,44,17.9216,-53.8459,250,1,7500,20,120
0,1,1,45,15.9883,-54.4512,250,1,7500,20,120
0,1,1,46,21.7173,-52.4302,250,1,7500,20,120
0,1,1,47,0,0,250,1,7500,20,120
0,1,1,48,19.8321,-53.1719,250,1,7500,20,120
0,1,1,49,25.4023,-50.7473,250,1,7500,20,120
0,1,1,50,23.5748,-51.6216,250,1,7500,20,120
0,1,1,51,28.9578,-48.8058,250,1,7500,20,120
0,1,1,52,27.1974,-49.8083,250,1,7500,20,120
0,1,1,53,30.6814,-47.7411,250,1,7500,20,120
0,1,1,54,32.3658,-46.6156,250,1,7500,20,120
0,1,1,55,34.009,-45.4307,250,1,7500,20,120
0,1,1,56,35.6089,-44.1879,250,1,7500,20,120
0,1,1,57,37.1633,-42.8888,250,1,7500,20,120
0,1,1,58,0,0,250,1,7500,20,120
0,1,1,59,38.6705,-41.535,250,1,7500,20,120
0,1,1,60,0,0,250,1,7500,20,120
0,1,1,61,0,0,250,1,7500,20,120
0,1,1,62,0,0,250,1,7500,20,120
0,1,1,63,0,0,250,1,7500,20,120
0,1,1,64,0,0,250,1,7500,20,120
0,1,1,65,0,0,250,1,7500,20,120
0,1,1,66,0,0,250,1,7500,20,120
0,1,1,67,0,0,250,1,7500,20,120
0,1,1,68,0,0,250,1,7500,20,120
0,1,1,69,0,0,250,1,7500,20,120
0,1,2,0,0,0,250,1,7500,20,120
0,1,2,1,0,0,250,1,7500,20,120
0,1,2,2,0,0,250,1,7500,20,120
0,1,2,3,0,0,250,1,7500,20,120
0,1,2,4,0,0,250,1,7500,20,120
0,1,2,5,0,0,250,1,7500,20,120
0,1,2,6,0,0,250,1,7500,20,120
0,1,2,7,0,0,250,1,7500,20,120
0,1,2,8,0,0,250,1,7500,20,120
0,1,2,9,0,0,250,1,7500,20,120
0,1,2,10,0,0,250,1,7500,20,120
0,1,2,11,-41.6132,-41.6132,250,1,7500,20,120
0,1,2,12,-40.1683,-43.0097,250,1,7500,20,120
0,1,2,13,0,0,250,1,7500,20,120
0,1,2,14,-38.6764,-44.356,250,1,7500,20,120
0,1,2,15,-37.1395,-45.6506,250,1,7500,20,120
0,1,2,16,-35.5593,-46.892,250,1,7500,20,120
0,1,2,17,-33.9376,-48.0787,250,1,7500,20,120
0,1,2,18,-32.2764,-49.2093,250,1,7500,20,120
0,1,2,19,-28.843,-51.2972,250,1,7500,20,120
0,1,2,20,-30.5775,-50.2826,250,1,7500,20,120
0,1,2,21,-25.2751,-53.1459,250,1,7500,20,120
0,1,2,22,-27.0748,-52.252,250,1,7500,20,120
0,1,2,23,-21.5894,-54.7469,250,1,7500,20,120
0,1,2,24,0,0,250,1,7500,20,120
0,1,2,25,-23.4459,-53.9779,250,1,7500,20,120
0,1,2,26,-17.803,-56.0926,250,1,7500,20,120
0,1,2,27,-19.7077,-55.4521,250,1,7500,20,120
0,1,2,28,-13.9336,-57.1767,250,1,7500,20,120
0,1,2,29,-15.8775,-56.6677,250,1,7500,20,120
0,1,2,30,-9.99923,-57.9943,250,1,7500,20,120
0,1,2,31,-11.9734,-57.6191,250,1,7500,20,120
0,1,2,32,-6.01825,-58.5415,250,1,7500,20,120
0,1,2,33,-8.01341,-58.3019,250,1,7500,20,120
0,1,2,34,-2.0092,-58.8157,250,1,7500,20,120
0,1,2,35,-4.01607,-58.7128,250,1,7500,20,120
0,1,2,36,2.0092,-58.8157,250,1,7500,20,120
0,1,2,37,-1.08106E-014,-58.85,250,1,7500,20,120
0,1,2,38,6.01825,-58.5415,250,1,7500,20,120
0,1,2,39,4.01607,-58.7128,250,1,7500,20,120
0,1,2,40,9.99923,-57.9943,250,1,7500,20,120
0,1,2,41,8.01341,-58.3019,250,1,7500,20,120
0,1,2,42,13.9336,-57.1767,250,1,7500,20,120
0,1,2,43,11.9734,-57.6191,250,1,7500,20,120
0,1,2,44,17.803,-56.0926,250,1,7500,20,120
0,1,2,45,15.8775,-56.6677,250,1,7500,20,120
0,1,2,46,21.5894,-54.7469,250,1,7500,20,120
0,1,2,47,0,0,250,1,7500,20,120
0,1,2,48,19.7077,-55.4521,250,1,7500,20,120
0,1,2,49,25.2751,-53.1459,250,1,7500,20,120
0,1,2,50,23.4459,-53.9779,250,1,7500,20,120
0,1,2,51,28.843,-51.2972,250,1,7500,20,120
0,1,2,52,27.0748,-52.252,250,1,7500,20,120
0,1,2,53,30.5775,-50.2826,250,1,7500,20,120
0,1,2,54,32.2764,-49.2093,250,1,7500,20,120
0,1,2,55,33.9376,-48.0787,250,1,7500,20,120
0,1,2,56,35.5593,-46.892,250,1,7500,20,120
0,1,2,57,37.1395,-45.6506,250,1,7500,20,120
0,1,2,58,0,0,250,1,7500,20,120
0,1,2,59,38.6764,-44.356,250,1,7500,20,120
0,1,2,60,40.1683,-43.0097,250,1,7500,20,120
0,1,2,61,0,0,250,1,7500,20,120
0,1,2,62,0,0,250,1,7500,20,120
0,1,2,63,0,0,250,1,7500,20,120
0,1,2,64,0,0,250,1,7500,20,120
0,1,2,65,0,0,250,1,7500,20,120
0,1,2,66,0,0,250,1,7500,20,120
0,1,2,67,0,0,250,1,7500,20,120
0,1,2,68,0,0,250,1,7500,20,120
0,1,2,69,0,0,250,1,7500,20,120
0,1,3,0,0,0,250,1,7500,20,120
0,1,3,1,0,0,250,1,7500,20,120
0,1,3,2,0,0,250,1,7500,20,120
0,1,3,3,0,0,250,1,7500,20,120
0,1,3,4,0,0,250,1,7500,20,120
0,1,3,5,0,0,250,1,7500,20,120
0,1,3,6,0,0,250,1,7500,20,120
0,1,3,7,0,0,250,1,7500,20,120
0,1,3,8,0,0,250,1,7500,20,120
0,1,3,9,0,0,250,1,7500,20,120
0,1,3,10,-43.0982,-43.0982,250,1,7500,20,120
0,1,3,11,-41.665,-44.4852,250,1,7500,20,120
0,1,3,12,-40.1871,-45.8246,250,1,7500,20,120
0,1,3,13,0,0,250,1,7500,20,120
0,1,3,14,-38.6663,-47.115,250,1,7500,20,120
0,1,3,15,-37.104,-48.3549,250,1,7500,20,120
0,1,3,16,-35.502,-49.543,250,1,7500,20,120
0,1,3,17,-33.862,-50.6781,250,1,7500,20,120
0,1,3,18,-32.1857,-51.7589,250,1,7500,20,120
