NAME,plane,bar,t_type,channel,ns
NEULAND_TCAL,1,3,6,1758.000000,6.924600
NEULAND_TCAL,1,3,6,1901.000000,8.589300
NEULAND_TCAL,1,3,6,1928.000000,8.895400
NEULAND_TCAL,1,3,6,2037.000000,10.162000
NEULAND_TCAL,1,3,6,2116.000000,11.091800
NEULAND_TCAL,1,3,6,2168.000000,11.719500
NEULAND_TCAL,1,3,6,2238.000000,12.528000
NEULAND_TCAL,1,3,6,2284.000000,13.058600
NEULAND_TCAL,1,3,6,2385.000000,14.255700
NEULAND_TCAL,1,3,6,2492.000000,15.535200
NEULAND_TCAL,1,3,6,2523.000000,15.899100
NEULAND_TCAL,1,3,6,2584.000000,16.614000
NEULAND_TCAL,1,3,6,2685.000000,17.759701
NEULAND_TCAL,1,3,6,2744.000000,18.448200
NEULAND_TCAL,1,3,6,2826.000000,19.398100
NEULAND_TCAL,1,3,6,2917.000000,20.434601
NEULAND_TCAL,1,3,6,3015.000000,21.549801
NEULAND_TCAL,1,3,6,3068.000000,22.171801
NEULAND_TCAL,1,3,6,3098.000000,22.522499
NEULAND_TCAL,1,3,6,3196.000000,23.648701
NEULAND_TCAL,1,3,6,3233.000000,24.094999
NEULAND_TCAL,1,3,6,3263.000000,24.508801
NEULAND_TCAL,1,3,6,3274.000000,24.733601
NEULAND_TCAL,1,3,6,3278.000000,24.859400
NEULAND_TCAL,1,3,6,3280.000000,24.982300
NEULAND_TCAL,1,3,6,3281.000000,24.998199
NEULAND_TCAL,1,4,1,1251.000000,0.000000
NEULAND_TCAL,1,4,1,1255.000000,0.017900
NEULAND_TCAL,1,4,1,1338.000000,1.024700
NEULAND_TCAL,1,4,1,1405.000000,1.826100
NEULAND_TCAL,1,4,1,1490.000000,2.848200
NEULAND_TCAL,1,4,1,1544.000000,3.517900
NEULAND_TCAL,1,4,1,1580.000000,3.958100
NEULAND_TCAL,1,4,1,1624.000000,4.494500
NEULAND_TCAL,1,4,1,1660.000000,4.941300
NEULAND_TCAL,1,4,1,1735.000000,5.862900
NEULAND_TCAL,1,4,1,1878.000000,7.574000
NEULAND_TCAL,1,4,1,1964.000000,8.640700
NEULAND_TCAL,1,4,1,2041.000000,9.582200
NEULAND_TCAL,1,4,1,2115.000000,10.492400
NEULAND_TCAL,1,4,1,2181.000000,11.284600
NEULAND_TCAL,1,4,1,2223.000000,11.790000
NEULAND_TCAL,1,4,1,2293.000000,12.629300
NEULAND_TCAL,1,4,1,2352.000000,13.371500
NEULAND_TCAL,1,4,1,2467.000000,14.801600
NEULAND_TCAL,1,4,1,2494.000000,15.141700
NEULAND_TCAL,1,4,1,2553.000000,15.885500
NEULAND_TCAL,1,4,1,2583.000000,16.230900
