NAME,FPl,Layer,SubLayer,PosX,PosY,PosZ,TUCal,TUOff,TUSlw,QUCal,QUPed,TDCal,TDOff,TDSlw,QDCal,QDPed,DTCal,DTOff,TAveOff_orig,TAveOff_off,TAveOff_base,TAveOff,tu_geo,tu_ch,qu_geo,qu_ch,td_geo,td_ch,qd_geo,qd_ch,Ignore
423,13,2,2,791,0,15404.8,0.0672475,0,40,0.0282287,137.507,0.0662046,0,41,0.0282287,197.672,74.8249,-942.721,415.79,-1.90322,-16.86,-14.95678,17,23,27,23,18,23,28,23,0
424,13,2,2,913.4,0,15404.8,0.0693571,0,39.79,0.0285137,208.742,0.0675658,0,40,0.0285137,204.477,75.0403,-426.323,415.873,-2.31434,-16.777,-14.46266,17,24,27,24,18,24,28,24,0
425,13,2,2,1035.8,0,15404.8,0.0680467,0,40.7,0.0305756,156.059,0.0682863,0,40,0.0305756,174.054,75.6336,-768.043,416.779,-1.95714,-15.871,-13.91386,17,25,27,25,18,25,28,25,0
426,13,2,2,1158.2,0,15404.8,0.0685919,0,39.7,0.0317574,165.244,0.068375,0,39.1,0.0317574,152.696,74.9486,-780.552,416.799,-0.766679,-15.851,-15.084321,17,26,27,26,18,26,28,26,0
427,13,2,2,1280.6,0,15404.8,0.0687202,0,40.973,0.0319028,139.66,0.0687883,0,41,0.0319028,155.333,74.3684,-855.754,419.168,-0.886596,-13.482,-12.595404,17,27,27,27,18,27,28,27,0
428,13,2,2,1403,0,15404.8,0.0697489,0,40.7,0.0279068,141.253,0.0682137,0,41,0.0279068,208.917,75.5782,-623.369,416.27,-1.125,-16.38,-15.255,17,28,27,28,18,28,28,28,0
429,13,2,2,1525.4,0,15404.8,0.0687187,0,40.88,0.030952,158.655,0.0680231,0,41,0.030952,107.699,74.6018,-711.58,420.404,1.13054,-12.246,-13.37654,17,29,27,29,18,29,28,29,0
430,13,2,2,1647.8,0,15404.8,0.0680894,0,40.973,0.0249705,142.579,0.0676783,0,40,0.0249705,242.451,74.8358,-645.464,418.683,0.837545,-13.967,-14.804545,17,30,27,30,18,30,28,30,0
V101,13,1,0,-1832,0,14151.3,0.0685586,0,40,0.0142336,141.586,0.0688081,0,40,0.0142336,130.156,71.8244,647.268,316.334,3.2013,-4.756,-7.9573,19,0,29,0,19,16,29,16,0
V102,13,1,0,-1522,0,14171.3,0.0684852,0,40,0.009148,154.865,0.0681464,0,40,0.009148,161.627,72.3335,840.424,313.058,3.30063,-8.032,-11.33263,19,1,29,1,19,17,29,28,0
V103,13,1,0,-1212,0,14151.3,0.0683372,0,40,0.0115305,98.665,0.0679221,0,40,0.0115305,134.862,71.0276,473.513,313.447,1.81625,-7.643,-9.45925,19,2,29,2,19,18,29,18,0
V104,13,1,0,-902,0,14171.3,0.0684962,0,40,0.0180067,264.095,0.0679467,0,40,0.0180067,100.664,72.8386,634.526,312.356,1.50517,-8.734,-10.23917,19,3,29,3,19,19,29,19,0
V105,13,1,0,-592,0,14151.3,0.0678947,0,40,0.00725862,275.792,0.0688383,0,40,0.00725862,179.071,71.029,897.746,312.777,0.756431,-8.313,-9.069431,19,4,29,4,19,20,29,20,0
V106,13,1,0,-282,0,14171.3,0.0686658,0,40,0.0130253,234.28,0.067805,0,40,0.0130253,126.534,72.8066,735.559,312.19,0.448827,-8.9,-9.348827,19,5,29,5,19,21,29,15,0
V107,13,1,0,28,0,14151.3,0.0688506,0,40,0.00643996,105.234,0.0667901,0,40,0.00643996,221.476,71.2805,664.013,310.61,-0.229311,-10.48,-10.250689,19,6,29,6,19,22,29,30,0
V108,13,1,0,338,0,14171.3,0.0682811,0,40,0.00941767,157.972,0.0676473,0,40,0.00941767,174.87,72.6277,740.325,311.774,0.339171,-9.316,-9.655171,19,7,29,7,19,23,29,23,0
V109,13,1,0,648,0,14151.3,0.0694569,0,40,0.00487459,288.658,0.0669726,0,40,0.00487459,265.831,72.4834,1394.82,311.04,0.427769,-10.05,-10.477769,19,8,29,8,19,24,29,24,0
V110,13,1,0,958,0,14171.3,0.0679289,0,40,0.0105378,147.154,0.0684858,0,40,0.0105378,147.901,72.6687,1091.65,312.527,1.8386,-8.563,-10.4016,19,9,29,9,19,25,29,25,0
V111,13,1,0,1268,0,14151.3,0.0676141,0,40,0.00404345,131.345,0.0682989,0,40,0.00404345,336.611,71.8689,916.527,312.776,2.14568,-8.314,-10.45968,19,10,29,10,19,26,29,31,0
V112,13,1,0,1578,0,14171.3,0.068104,0,40,0.0134469,137.88,0.0676431,0,40,0.0134469,121.422,72.6157,966.986,317.467,1.8084,-3.623,-5.4314,19,11,29,11,19,27,29,27,0
V201,13,2,0,-1832,0,15004.8,0.0674799,0,40,0.00499674,291.771,0.0679937,0,40,0.00499674,248.368,70.5824,56.3907,336.344,0.915265,-13.656,-14.571265,20,0,30,0,20,16,30,16,0
V202,13,2,0,-1522,0,15004.8,0.0676695,0,40,0.0044365,308.944,0.068411,0,40,0.0044365,275.345,70.3951,343.189,334.577,-0.772168,-15.423,-14.650832,20,1,30,1,20,17,30,17,0
V203,13,2,0,-1212,0,15004.8,0.0692117,0,40,0.00455005,262.117,0.0694532,0,40,0.00455005,269.026,69.7882,-14.2101,333.584,-1.375,-16.416,-15.041,20,2,30,2,20,18,30,18,0
V204,13,2,0,-902,0,15004.8,0.0682021,0,40,0.00536505,158.699,0.0693365,0,40,0.00536505,216.217,69.9557,-144.68,333.41,-1.66184,-16.59,-14.92816,20,3,30,3,20,19,30,19,0
V205,13,2,0,-592,0,15004.8,0.0668932,0,40,0.00378309,79.5254,0.0673319,0,40,0.00378309,320.433,70.1851,-53.887,333.415,-2.02897,-16.585,-14.55603,20,4,30,4,20,20,30,20,0
V206,13,2,0,-282,0,15004.8,0.0679071,0,40,0.00913976,178.315,0.0681782,0,40,0.00913976,134.79,69.6046,97.4252,335.455,-2.71201,-14.545,-11.83299,20,5,30,5,20,21,30,21,0
V207,13,2,0,28,0,15004.8,0.069356,0,40,0.00479531,214.913,0.0682195,0,40,0.00479531,255.03,70.026,103.744,331.22,-2.85009,-18.78,-15.92991,20,6,30,6,20,22,30,22,0
V208,13,2,0,338,0,15004.8,0.0676573,0,40,0.00486464,209.969,0.07168,0,40,0.00486464,251.261,68.9764,161.834,334.43,-2.99356,-15.57,-12.57644,20,7,30,7,20,23,30,23,0
V209,13,2,0,648,0,15004.8,0.0675906,0,40,0.0046587,257.698,0.067684,0,40,0.0046587,257.263,69.4575,37.9676,333.839,-1.5884,-16.161,-14.5726,20,8,30,8,20,31,30,24,0
V210,13,2,0,958,0,15004.8,0.0686263,0,40,0.00513651,210.164,0.067276,0,40,0.00513651,224.617,69.8669,196.456,335.04,-1.87137,-14.96,-13.08863,20,9,30,9,20,25,30,25,0
V211,13,2,0,1268,0,15004.8,0.0689264,0,40,0.00443373,281.985,0.0685714,0,40,0.00443373,272.266,70.558,393.879,335.853,-1.20073,-14.147,-12.94627,20,10,30,10,20,26,30,26,0
V212,13,2,0,1578,0,15004.8,0.0673654,0,40,0.00353636,247.421,0.0671701,0,40,0.00353636,326.049,70.1143,187.257,338.08,-0.283376,-11.92,-11.636624,20,11,30,11,20,27,30,27,0
NoUse1,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,-2,21,15,-2,-2,-2,-2,0
NoUse2,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,-3,21,31,-3,-3,-3,-3,0
NoUse3,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4,-4,22,15,-4,-4,-4,-4,0
NoUse4,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5,-5,22,31,-5,-5,-5,-5,0
NoUse5,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,-6,23,15,-6,-6,-6,-6,0
NoUse6,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,-7,23,31,-7,-7,-7,-7,0
NoUse7,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8,-8,24,15,-8,-8,-8,-8,0
NoUse8,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9,-9,24,31,-9,-9,-9,-9,0
NoUse9,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10,-10,25,15,-10,-10,-10,-10,0
NoUse10,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-11,-11,25,31,-11,-11,-11,-11,0
NoUse11,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-12,-12,26,15,-12,-12,-12,-12,0
NoUse12,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-13,-13,26,31,-13,-13,-13,-13,0
NoUse13,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-14,-14,27,15,-14,-14,-14,-14,0
NoUse14,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-15,-15,27,16,-15,-15,-15,-15,0
NoUse15,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-16,-16,28,15,-16,-16,-16,-16,0
NoUse16,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-17,-17,28,31,-17,-17,-17,-17,0
NoUse17,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-18,-18,29,12,-18,-18,-18,-18,0
NoUse18,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-19,-19,29,13,-19,-19,-19,-19,0
NoUse19,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-20,-20,29,14,-20,-20,-20,-20,0
NoUse20,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-21,-21,29,17,-21,-21,-21,-21,0
NoUse21,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-22,-22,29,21,-22,-22,-22,-22,0
NoUse22,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-23,-23,29,22,-23,-23,-23,-23,0
NoUse23,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-24,-24,29,26,-24,-24,-24,-24,0
NoUse24,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-25,-25,29,29,-25,-25,-25,-25,0
NoUse25,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-26,-26,30,12,-26,-26,-26,-26,0
NoUse26,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-27,-27,30,13,-27,-27,-27,-27,0
NoUse27,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-28,-28,30,14,-28,-28,-28,-28,0
NoUse28,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-29,-29,30,15,-29,-29,-29,-29,0
NoUse29,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-30,-30,30,28,-30,-30,-30,-30,0
NoUse30,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-31,-31,30,29,-31,-31,-31,-31,0
NoUse31,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-32,-32,30,30,-32,-32,-32,-32,0
Interrupt,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,30,31,-1,-1,-1,-1,0
