NAME,Id,FPL,layer,theta,x_pos,y_pos,z_pos,toff,tcal,qped,qcal,adc_geo,adc_ch,tdc_geo,tdc_ch
NaI214,214,8,10,23.74,-16.43,4.25,38.58,975.18,0.0977,-278.34,3.066,16,22,8,102
NaI215,215,8,10,23.72,-16.41,-4.28,38.61,974.23,0.0977,-328.295,3.111,16,23,8,103
NaI216,216,8,10,24.08,-11.94,-11.9,37.73,961.94,0.0977,-289.621,3.942,17,11,8,115
NaI217,217,8,10,23.72,-4.25,-16.41,38.59,976.22,0.0977,-368.088,2.972,16,25,8,105
NaI218,218,8,10,16.91,4.2,-11.03,38.85,973.29,0.0977,-320.699,3.156,16,26,8,106
NaI219,219,8,10,16.85,11.02,-4.24,38.99,972.03,0.0977,-377.406,3.452,16,27,8,107
NaI220,220,8,10,16.87,11.02,4.24,38.92,973.42,0.0977,-414.25,3.473,16,28,8,108
NaI221,221,8,10,16.89,4.24,11.04,38.93,977,0.0977,-293.186,2.957,16,29,8,109
NaI222,222,8,10,16.89,-4.25,11.02,38.92,977.23,0.0977,-383.357,3.016,16,30,8,110
NaI223,223,8,10,16.94,-11.05,4.25,38.85,890.91,0.0977,-342.537,3.28,16,31,8,111
NaI224,224,8,10,16.89,-11.01,-4.25,38.88,974.91,0.0977,-306.606,3.089,17,4,6,116
NaI225,225,8,10,16.89,-4.22,-11.04,38.93,974.71,0.0977,-187.721,3.366,17,5,6,117
NaI226,226,8,10,0,0,0,0,0,0.0977,0,1,0,0,6,127
NaI227,227,8,10,0,0,0,0,0,0.0977,0,1,0,0,8,127
NaI228,228,8,10,0,0,0,0,0,0.0977,0,1,0,0,4,127
H1,300,8,8,60.87,28.64,-18.75,19.08,1051.23,0.0977,-359.806,3.122,17,16,4,0
H2,301,8,8,57.11,28.02,-18.75,21.8,1051.23,0.0977,-343.265,3.129,17,17,4,1
H3,302,8,8,59.82,28.68,-15.97,19.09,1051.43,0.0977,-351.059,3.084,17,18,4,2
H4,303,8,8,56.2,28.49,-15.93,21.85,1051.23,0.0977,-324.537,3.043,17,19,4,3
H5,304,8,8,59.88,31.58,-9.05,19.06,1047.23,0.0977,-387.812,3.404,17,20,4,4
H6,305,8,8,60.36,31.38,-11.78,19.07,1052.83,0.0977,-331.51,3.042,17,21,4,5
H7,306,8,8,56.64,30.97,-11.76,21.81,1051.63,0.0977,-404.743,3.882,17,22,4,6
H8,307,8,8,56.01,31.17,-9.02,21.87,1050.63,0.0977,-306.542,2.387,17,23,4,7
H9,308,8,8,57.25,-32.22,-11.92,22.1,1029.23,0.0977,-328.521,3.049,17,24,4,8
H10,309,8,8,56.76,-32.44,-8.81,22.03,1029.03,0.0977,-338.545,3.231,17,25,4,9
H11,310,8,8,60.78,-32.71,-8.9,18.96,1030.43,0.0977,-349.094,3.192,17,26,4,10
H12,311,8,8,61.41,-32.65,-11.93,18.95,1029.43,0.0977,-296.384,3.076,17,27,4,11
H13,312,8,8,60.17,-31.32,-17.08,20.46,1027.83,0.0977,-409.312,3.256,17,28,4,12
H14,313,8,8,61.33,-31.38,-20.2,20.4,1028.43,0.0977,0,1,17,29,4,13
H15,314,8,8,0,0,0,0,1031.03,0.0977,0,1,17,30,4,14
H16,315,8,8,0,0,0,0,1030.83,0.0977,0,1,17,31,4,15
