NAME,Id,FPL,layer,theta,x_pos,y_pos,z_pos,toff,tcal,qped,qcal,adc_geo,adc_ch,tdc_geo,tdc_ch
NaI182,182,8,10,34.99,-18.9,18.87,38.15,1193.32,0.0977,-338.453,3.296,15,22,8,70
NaI183,183,8,10,36.73,-25.8,12.05,38.15,1194.13,0.0977,-337.655,3.059,15,23,8,71
NaI184,184,8,10,34.91,-27,4.35,39.19,1209.11,0.0977,-328.593,3.283,15,24,8,72
NaI185,185,8,10,34.83,-26.98,-4.32,39.27,1211.14,0.0977,-371.786,3.143,15,25,8,73
NaI186,186,8,10,36.67,-25.8,-12.07,38.25,1199.24,0.0977,-370.418,3.198,15,26,8,74
NaI187,187,8,10,35.04,-18.91,-18.89,38.11,1193.59,0.0977,-376.094,2.961,15,27,8,75
NaI188,188,8,10,36.67,-12.06,-25.78,38.21,1194.59,0.0977,-274.483,2.903,15,28,8,76
NaI189,189,8,10,34.79,-4.37,-26.98,39.33,1209.96,0.0977,-364.93,3.016,15,29,8,77
NaI190,190,8,10,29.59,4.3,-21.68,38.93,1192.25,0.0977,-260.627,3.141,17,9,8,113
NaI191,191,8,10,30.42,12.03,-18.78,37.99,1179.14,0.0977,-287.352,2.953,17,10,8,114
NaI192,192,8,10,30.43,18.79,-12,37.96,1186.55,0.0977,-293.862,3.352,16,0,8,80
NaI193,193,8,10,29.62,21.71,-4.26,38.92,1198.91,0.0977,-255.918,3.255,16,1,8,81
NaI194,194,8,10,29.59,21.7,4.29,38.95,1198.27,0.0977,-289.397,3.242,16,2,8,82
NaI195,195,8,10,30.44,18.81,12.01,37.98,1185.56,0.0977,-276.321,3.305,16,3,8,83
NaI196,196,8,10,30.46,12,18.8,37.94,1184.67,0.0977,-338.655,3.306,16,4,8,84
NaI197,197,8,10,29.62,4.27,21.7,38.89,1199.94,0.0977,-237.813,3.159,16,5,8,85
NaI198,198,8,10,29.6,-4.23,21.71,38.94,1200.03,0.0977,-258.005,3.049,16,6,8,86
NaI199,199,8,10,30.49,-12.02,18.82,37.93,1181.69,0.0977,-338.574,3.216,16,7,8,117
NaI200,200,8,10,30.47,-18.82,12.03,37.97,1185.72,0.0977,-353.004,3.2,16,8,8,88
NaI201,201,8,10,29.6,-21.71,4.26,38.94,1200.03,0.0977,-290.767,3.255,16,9,8,89
NaI202,202,8,10,29.61,-21.72,-4.3,38.96,1199.64,0.0977,-299.988,3.066,16,10,8,90
NaI203,203,8,10,30.47,-18.81,-12.02,37.94,1189.61,0.0977,-331.558,3.251,16,11,8,91
NaI204,204,8,10,30.45,-12,-18.84,37.99,1192.72,0.0977,-327.157,3.271,16,12,8,92
NaI205,205,8,10,29.6,-4.32,-21.69,38.93,1201.26,0.0977,-263.232,3.073,16,13,8,93
NaI206,206,8,10,23.6,4.22,-16.39,38.74,1198.31,0.0977,-393.574,3.225,16,14,8,94
NaI207,207,8,10,24.09,11.91,-11.93,37.7,1198.78,0.0977,-325.833,3.368,16,15,8,95
NaI208,208,8,10,23.68,16.41,-4.25,38.65,1189.39,0.0977,-354.059,3.221,16,16,8,96
NaI209,209,8,10,23.72,16.4,4.23,38.54,1190.96,0.0977,-253.008,3.169,16,17,8,97
NaI210,210,8,10,24.09,11.93,11.92,37.72,1175.54,0.0977,-316.507,2.897,16,18,8,98
NaI211,211,8,10,23.72,4.22,16.43,38.61,1187.97,0.0977,-369.424,3.438,17,12,8,116
NaI212,212,8,10,23.7,-4.27,16.41,38.64,1189.44,0.0977,-349.505,3.271,16,20,8,100
NaI213,213,8,10,24.08,-11.91,11.91,37.68,1178.73,0.0977,-334.029,3.009,16,21,8,101
NaI214,214,8,10,23.74,-16.43,4.25,38.58,1193.68,0.0977,-272.129,3.07,16,22,8,102
NaI215,215,8,10,23.72,-16.41,-4.28,38.61,1194.73,0.0977,-323.906,3.117,16,23,8,103
NaI216,216,8,10,24.08,-11.94,-11.9,37.73,1178.04,0.0977,-265.245,3.744,17,11,8,115
NaI217,217,8,10,23.72,-4.25,-16.41,38.59,1193.52,0.0977,-367.847,3.004,16,25,8,105
NaI218,218,8,10,16.91,4.2,-11.03,38.85,1193.59,0.0977,-311.109,3.081,16,26,8,106
NaI219,219,8,10,16.85,11.02,-4.24,38.99,1189.13,0.0977,-369.672,3.379,16,27,8,107
NaI220,220,8,10,16.87,11.02,4.24,38.92,1190.72,0.0977,-400.035,3.389,16,28,8,108
NaI221,221,8,10,16.89,4.24,11.04,38.93,1196.5,0.0977,-300.587,3.068,16,29,8,109
NaI222,222,8,10,16.89,-4.25,11.02,38.92,1195.33,0.0977,-398.329,3.125,16,30,8,110
NaI223,223,8,10,16.94,-11.05,4.25,38.85,1195.21,0.0977,-331.702,3.213,16,31,8,111
NaI224,224,8,10,16.89,-11.01,-4.25,38.88,1193.61,0.0977,-302.913,3.066,17,4,6,116
NaI225,225,8,10,16.89,-4.22,-11.04,38.93,1194.61,0.0977,-178.901,3.266,17,5,6,117
NaI226,226,8,10,0,0,0,0,0,0.0977,0,1,0,0,4,127
NaI227,227,8,10,0,0,0,0,0,0.0977,0,1,0,0,6,127
NaI228,228,8,10,0,0,0,0,0,0.0977,0,1,0,0,8,127
H1,300,8,8,60.87,28.64,-18.75,19.08,1189.93,0.0977,-338.851,3.072,17,16,4,0
H2,301,8,8,57.11,28.02,-18.75,21.8,1189.93,0.0977,-314.621,3.058,17,17,4,1
H3,302,8,8,59.82,28.68,-15.97,19.09,1189.93,0.0977,-315.232,3.002,17,18,4,2
H4,303,8,8,56.2,28.49,-15.93,21.85,1189.93,0.0977,-300.749,2.993,17,19,4,3
H5,304,8,8,59.88,31.58,-9.05,19.06,1189.93,0.0977,-362.725,3.341,17,20,4,4
H6,305,8,8,60.36,31.38,-11.78,19.07,1189.93,0.0977,-288.452,2.946,17,21,4,5
H7,306,8,8,56.64,30.97,-11.76,21.81,1189.93,0.0977,-376.711,3.75,17,22,4,6
H8,307,8,8,56.01,31.17,-9.02,21.87,1189.93,0.0977,-285.238,2.358,17,23,4,7
H9,308,8,8,57.25,-32.22,-11.92,22.1,1189.93,0.0977,-304.554,2.984,17,24,4,8
H10,309,8,8,56.76,-32.44,-8.81,22.03,1189.93,0.0977,-313.034,3.157,17,25,4,9
H11,310,8,8,60.78,-32.71,-8.9,18.96,1189.93,0.0977,-324.95,3.128,17,26,4,10
H12,311,8,8,61.41,-32.65,-11.93,18.95,1189.93,0.0977,-276.156,3.022,17,27,4,11
H13,312,8,8,60.17,-31.32,-17.08,20.46,1189.93,0.0977,-365.884,3.151,17,28,4,12
H14,313,8,8,61.33,-31.38,-20.2,20.4,1189.93,0.0977,0,1,17,29,4,13
H15,314,8,8,0,0,0,0,1189.93,0.0977,0,1,17,30,4,14
H16,315,8,8,0,0,0,0,1189.93,0.0977,0,1,17,31,4,15
