NAME,Id,FPL,layer,theta,x_pos,y_pos,z_pos,toff,tcal,qped,qcal,adc_geo,adc_ch,tdc_geo,tdc_ch
NaI163,163,8,10,39.61,25.75,-18.94,38.63,1190.7,0.0977,-392.563,3.946,10,3,21,51
NaI164,164,8,10,39.6,25.72,18.94,38.61,1194.43,0.0977,-328.957,3.198,10,4,21,52
NaI165,165,8,10,39.62,18.93,25.76,38.61,1189.3,0.0977,-381.297,4.019,10,5,21,53
NaI166,166,8,10,39.59,-18.93,25.76,38.65,1112.27,0.0977,-320.673,3.29,10,6,21,54
NaI167,167,8,10,39.54,-25.76,18.94,38.73,1190.69,0.0977,-415.836,3.961,10,7,21,55
NaI168,168,8,10,39.57,-25.74,-18.91,38.65,1195.9,0.0977,-309.691,3.716,10,8,21,56
NaI169,169,8,10,39.61,-18.9,-25.79,38.63,1190,0.0977,-375.353,3.107,10,9,21,57
NaI170,170,8,10,34.69,4.28,-26.97,39.45,1205.22,0.0977,-327.526,3.238,10,10,21,58
NaI171,171,8,10,36.76,12.07,-25.79,38.11,1193.45,0.0977,-378.336,3.258,10,11,21,59
NaI172,172,8,10,35.05,18.91,-18.91,38.12,1197.74,0.0977,-258.166,2.807,10,12,21,60
NaI173,173,8,10,36.76,25.79,-12.04,38.1,1198.3,0.0977,-409.134,3.682,10,13,21,61
NaI174,174,8,10,34.84,26.99,-4.35,39.27,1206.63,0.0977,-306.54,3.034,10,14,21,62
NaI175,175,8,10,34.8,26.98,4.33,39.32,1206,0.0977,-361.855,3.215,10,15,21,63
NaI176,176,8,10,36.72,25.8,12.04,38.17,1196.2,0.0977,-385.354,3.547,10,16,21,64
NaI177,177,8,10,35,18.89,18.93,38.18,1179.91,0.0977,-348.068,3.425,10,17,21,65
NaI178,178,8,10,36.78,12.07,25.81,38.11,1188.57,0.0977,-330.08,3.284,10,18,21,66
NaI179,179,8,10,34.86,4.3,26.99,39.23,1208.84,0.0977,-429.036,3.151,10,19,21,67
NaI180,180,8,10,34.92,-4.35,27,39.18,1210.48,0.0977,-325.114,3.152,10,20,21,68
NaI181,181,8,10,36.76,-12.08,25.79,38.12,1200.82,0.0977,-578.275,5.521,10,21,21,69
NaI182,182,8,10,34.99,-18.9,18.87,38.15,1193.32,0.0977,-319.65,3.46,10,22,21,70
NaI183,183,8,10,36.73,-25.8,12.05,38.15,1194.13,0.0977,-333.453,2.726,10,23,21,71
NaI184,184,8,10,34.91,-27,4.35,39.19,1209.11,0.0977,-395.542,3.302,10,24,21,72
NaI185,185,8,10,34.83,-26.98,-4.32,39.27,1211.14,0.0977,-291.16,3.059,10,25,21,73
NaI186,186,8,10,36.67,-25.8,-12.07,38.25,1199.24,0.0977,-319.585,3.324,10,26,21,74
NaI187,187,8,10,35.04,-18.91,-18.89,38.11,1193.59,0.0977,-334.396,3.24,10,27,21,75
NaI188,188,8,10,36.67,-12.06,-25.78,38.21,1194.59,0.0977,-349.792,3.148,10,28,21,76
NaI189,189,8,10,34.79,-4.37,-26.98,39.33,1209.96,0.0977,-272.517,3.002,10,29,21,77
NaI190,190,8,10,29.59,4.3,-21.68,38.93,1192.25,0.0977,-184.87,3.192,12,9,20,9
NaI191,191,8,10,30.42,12.03,-18.78,37.99,1179.14,0.0977,-491.453,3.888,12,10,20,10
NaI192,192,8,10,30.43,18.79,-12,37.96,1186.55,0.0977,-288.7,3.499,11,0,21,80
NaI193,193,8,10,29.62,21.71,-4.26,38.92,1198.91,0.0977,-265.582,3.319,11,1,21,81
NaI194,194,8,10,29.59,21.7,4.29,38.95,1198.27,0.0977,-226.569,3.285,11,2,21,82
NaI195,195,8,10,30.44,18.81,12.01,37.98,1185.56,0.0977,-282.803,3.008,11,3,21,83
NaI196,196,8,10,30.46,12,18.8,37.94,1184.67,0.0977,-311.75,3.289,11,4,21,84
NaI197,197,8,10,29.62,4.27,21.7,38.89,1199.94,0.0977,-221.767,2.706,11,5,21,85
NaI198,198,8,10,29.6,-4.23,21.71,38.94,1200.03,0.0977,-283.564,3.019,11,6,21,86
NaI199,199,8,10,30.49,-12.02,18.82,37.93,1181.69,0.0977,-585.525,3.853,11,7,20,0
NaI200,200,8,10,30.47,-18.82,12.03,37.97,1185.72,0.0977,-668.994,3.954,11,8,21,88
NaI201,201,8,10,29.6,-21.71,4.26,38.94,1200.03,0.0977,-209.602,3.221,11,9,21,89
NaI202,202,8,10,29.61,-21.72,-4.3,38.96,1199.64,0.0977,-306.511,3.064,11,10,21,90
NaI203,203,8,10,30.47,-18.81,-12.02,37.94,1189.61,0.0977,-634.242,3.722,11,11,21,91
NaI204,204,8,10,30.45,-12,-18.84,37.99,1192.72,0.0977,-460.487,3.616,11,12,21,92
